Date,close
2011-02-15,17.9334
2011-02-16,17.8064
2011-02-18,18.1865
2011-02-22,17.8064
2011-02-23,17.6378
2011-02-24,17.6601
2011-02-25,17.6814
2011-02-28,17.6804
2011-03-01,17.6552
2011-03-02,17.725
2011-03-03,17.8414
2011-03-04,17.885
2011-03-07,17.9189
2011-03-08,17.9548
2011-03-09,17.8278
2011-03-10,17.4487
2011-03-11,17.4487
2011-03-14,17.3877
2011-03-15,17.3227
2011-03-16,17.4225
2011-03-17,17.4779
2011-03-18,17.6814
2011-03-21,17.8676
2011-03-22,17.7987
2011-03-23,17.4051
2011-03-24,17.4225
2011-03-25,17.1133
2011-03-28,17.1696
2011-03-29,17.2713
2011-03-30,17.2132
2011-03-31,17.187
2011-04-01,17.1017
2011-04-04,17.0697
2011-04-05,17.0726
2011-04-06,17.0794
2011-04-07,16.9408
2011-04-08,17.0067
2011-04-11,16.9582
2011-04-12,16.6577
2011-04-13,16.7159
2011-04-14,16.8826
2011-04-15,16.7411
2011-04-18,16.5327
2011-04-19,16.6849
2011-04-20,17.0765
2011-04-21,17.1802
2011-04-25,17.0232
2011-04-26,16.8836
2011-04-27,16.7314
2011-04-28,16.7954
2011-04-29,16.6519
2011-05-02,16.7906
2011-05-03,16.4231
2011-05-04,16.2875
2011-05-05,16.301
2011-05-06,16.3155
2011-05-09,16.4793
2011-05-10,16.6131
2011-05-11,16.4929
2011-05-12,16.5753
2011-05-13,16.2719
2011-05-16,16.0451
2011-05-17,16.0218
2011-05-18,16.0567
2011-05-19,16.4793
2011-05-20,16.6035
2011-05-23,16.5065
2011-05-24,16.9292
2011-05-25,16.9088
2011-05-26,16.7159
2011-05-27,17.0028
2011-05-31,17.0688
2011-06-01,16.8952
2011-06-02,17.1143
2011-06-03,17.3305
2011-06-06,17.1987
2011-06-07,17.3547
2011-06-08,17.3199
2011-06-09,17.2965
2011-06-10,17.2045
2011-06-13,17.1579
2011-06-14,17.187
2011-06-15,17.1027
2011-06-16,17.0164
2011-06-17,17.3023
2011-06-20,17.251
2011-06-21,17.2578
2011-06-22,17.2578
2011-06-23,16.9554
2011-06-24,16.6616
2011-06-27,16.4649
2011-06-28,16.4852
2011-06-29,16.5433
2011-06-30,16.7343
2011-07-01,17.0532
