Date,close
1989-01-05,2.3412
1989-01-06,2.3181
1989-01-09,2.3412
1989-01-10,2.3942
1989-01-11,2.4319
1989-01-12,2.4926
1989-01-13,2.5305
1989-01-16,2.5078
1989-01-17,2.4926
1989-01-18,2.5681
1989-01-19,2.5078
1989-01-20,2.5457
1989-01-23,2.5078
1989-01-24,2.5078
1989-01-25,2.5681
1989-01-26,2.6596
1989-01-27,2.7579
1989-01-30,2.72
1989-01-31,2.72
1989-02-01,2.6972
1989-02-02,2.6972
1989-02-03,2.735
1989-02-06,2.6818
1989-02-07,2.6818
1989-02-08,2.6439
1989-02-09,2.5457
1989-02-10,2.5078
1989-02-13,2.4926
1989-02-14,2.5457
1989-02-15,2.5681
1989-02-16,2.5457
1989-02-17,2.5457
1989-02-21,2.4926
1989-02-22,2.4851
1989-02-23,2.5078
1989-02-24,2.5228
1989-02-27,2.5228
1989-02-28,2.5078
1989-03-01,2.4851
1989-03-02,2.4851
1989-03-03,2.5078
1989-03-06,2.4699
1989-03-07,2.3942
1989-03-08,2.4319
1989-03-09,2.4319
1989-03-10,2.3942
1989-03-13,2.3942
1989-03-14,2.4319
1989-03-15,2.4319
1989-03-16,2.4319
1989-03-17,2.3561
1989-03-20,2.3181
1989-03-21,2.3181
1989-03-22,2.3181
1989-03-23,2.2957
1989-03-27,2.2808
1989-03-28,2.3561
1989-03-29,2.4469
1989-03-30,2.4469
1989-03-31,2.4319
1989-04-03,2.4469
1989-04-04,2.4469
1989-04-05,2.4699
1989-04-06,2.4699
1989-04-07,2.4319
1989-04-10,2.4699
1989-04-11,2.4699
1989-04-12,2.4469
1989-04-13,2.4469
1989-04-14,2.5078
1989-04-17,2.6364
1989-04-18,2.735
1989-04-19,2.735
1989-04-20,2.6596
1989-04-21,2.6212
1989-04-24,2.6972
1989-04-25,2.6972
1989-04-26,2.6746
1989-04-27,2.7119
1989-04-28,2.6596
1989-05-01,2.5834
1989-05-02,2.5834
1989-05-03,2.5834
1989-05-04,2.5607
1989-05-05,2.5986
1989-05-08,2.5986
1989-05-09,2.5834
1989-05-10,2.5834
1989-05-11,2.6364
1989-05-12,2.735
1989-05-15,2.7119
1989-05-16,2.6746
1989-05-17,2.7119
1989-05-18,2.7119
1989-05-19,2.735
1989-05-22,2.7119
1989-05-23,2.6746
1989-05-24,2.6894
1989-05-25,2.6894
1989-05-26,2.6894
1989-05-30,2.6516
1989-05-31,2.75
1989-06-01,2.8109
1989-06-02,2.9246
1989-06-05,2.9246
1989-06-06,2.9774
1989-06-07,3.2049
1989-06-08,3.2278
1989-06-09,3.2278
1989-06-12,3.2278
1989-06-13,3.1136
1989-06-14,3.1516
1989-06-15,3.1289
1989-06-16,3.1516
1989-06-19,3.1667
1989-06-20,3.2049
1989-06-21,3.1136
1989-06-22,3.1667
1989-06-23,3.2278
1989-06-26,3.1289
1989-06-27,3.1667
1989-06-28,3.1289
1989-06-29,3.0001
1989-06-30,2.9398
1989-07-03,2.9018
1989-07-05,3.038
1989-07-06,3.1289
1989-07-07,3.1667
1989-07-10,3.2653
1989-07-11,3.2881
1989-07-12,3.4017
1989-07-13,3.4777
1989-07-14,3.4546
1989-07-17,3.4546
1989-07-18,3.4395
1989-07-19,3.4017
1989-07-20,3.3636
1989-07-21,3.303
1989-07-24,3.2881
1989-07-25,3.3412
1989-07-26,3.4926
1989-07-27,3.5683
1989-07-28,3.5155
1989-07-31,3.5155
1989-08-01,3.5155
1989-08-02,3.3412
1989-08-03,3.4017
1989-08-04,3.4395
1989-08-07,3.5912
1989-08-08,3.7805
1989-08-09,3.7048
1989-08-10,3.8036
1989-08-11,3.7048
1989-08-14,3.6441
1989-08-15,3.6819
1989-08-16,3.6819
1989-08-17,3.6441
1989-08-18,3.6671
1989-08-21,3.6819
1989-08-22,3.6671
1989-08-23,3.8412
1989-08-24,3.9701
1989-08-25,3.8337
1989-08-28,3.8337
1989-08-29,3.8183
1989-08-30,3.7353
1989-08-31,3.7579
1989-09-01,3.7579
1989-09-05,3.7955
1989-09-06,3.773
1989-09-07,3.773
1989-09-08,3.8183
1989-09-11,3.7579
1989-09-12,3.7955
1989-09-13,3.773
1989-09-14,3.7353
1989-09-15,3.6215
1989-09-18,3.6064
1989-09-19,3.4093
1989-09-20,3.6592
1989-09-21,3.6819
1989-09-22,3.6819
1989-09-25,3.6064
1989-09-26,3.5683
1989-09-27,3.6819
1989-09-28,3.7955
1989-09-29,3.7955
1989-10-02,3.7198
1989-10-03,3.773
1989-10-04,3.7579
1989-10-05,3.773
1989-10-06,3.7198
1989-10-09,3.6441
1989-10-10,3.6819
1989-10-11,3.4472
1989-10-12,3.4926
1989-10-13,3.3564
1989-10-16,3.3942
1989-10-17,3.2428
1989-10-18,3.4321
1989-10-19,3.4926
1989-10-20,3.4472
1989-10-23,3.182
1989-10-24,3.3186
1989-10-25,3.3186
1989-10-26,3.2049
1989-10-27,3.1444
1989-10-30,3.0304
1989-10-31,3.1062
1989-11-01,3.3186
1989-11-02,3.2049
1989-11-03,3.1667
1989-11-06,3.1062
1989-11-07,3.0836
1989-11-08,3.0836
1989-11-09,3.0683
1989-11-10,3.1062
1989-11-13,3.0455
1989-11-14,3.0078
1989-11-15,3.0078
1989-11-16,2.9925
1989-11-17,2.917
1989-11-20,2.7428
1989-11-21,2.7579
1989-11-22,2.72
1989-11-24,2.6972
1989-11-27,2.72
1989-11-28,3.0078
1989-11-29,3.0078
1989-11-30,3.0304
1989-12-01,3.0683
1989-12-04,3.0078
1989-12-05,2.9698
1989-12-06,2.9698
1989-12-07,3.0304
1989-12-08,3.0304
1989-12-11,3.0078
1989-12-12,3.0304
1989-12-13,3.0683
1989-12-14,3.1968
1989-12-15,3.1968
1989-12-18,3.0836
1989-12-19,3.0304
1989-12-20,3.0683
1989-12-21,3.1062
1989-12-22,3.0836
1989-12-26,3.0455
1989-12-27,3.0455
1989-12-28,3.0304
1989-12-29,3.0683
1990-01-02,3.0836
1990-01-03,3.0455
1990-01-04,3.1062
1990-01-05,3.0836
1990-01-08,3.0683
1990-01-09,3.0078
1990-01-10,2.9698
1990-01-11,2.9852
1990-01-12,2.9093
1990-01-15,2.9093
1990-01-16,2.932
1990-01-17,3.0304
1990-01-18,2.9852
1990-01-19,2.9471
1990-01-22,2.894
1990-01-23,2.9471
1990-01-24,2.9093
1990-01-25,2.932
1990-01-26,2.9093
1990-01-29,2.932
1990-01-30,2.7728
1990-01-31,2.8565
1990-02-01,2.8182
1990-02-02,2.7959
1990-02-05,2.7959
1990-02-06,2.7959
1990-02-07,2.735
1990-02-08,2.735
1990-02-09,2.8182
1990-02-12,2.8565
1990-02-13,2.8565
1990-02-14,2.8565
1990-02-15,2.8334
1990-02-16,2.894
1990-02-20,2.8714
1990-02-21,2.8565
1990-02-22,2.932
1990-02-23,2.8565
1990-02-26,2.894
1990-02-27,2.8109
1990-02-28,2.735
1990-03-01,2.6746
1990-03-02,2.6364
1990-03-05,2.6746
1990-03-06,2.7959
1990-03-07,2.7959
1990-03-08,2.7728
1990-03-09,2.932
1990-03-12,3.0304
1990-03-13,3.0304
1990-03-14,3.0455
1990-03-15,3.182
1990-03-16,3.2197
1990-03-19,3.2197
1990-03-20,3.3412
1990-03-21,3.2428
1990-03-22,3.1592
1990-03-23,3.1592
1990-03-26,3.2805
1990-03-27,3.3412
1990-03-28,3.3412
1990-03-29,3.3564
1990-03-30,3.2956
1990-04-02,3.182
1990-04-03,3.1217
1990-04-04,3.0836
1990-04-05,3.0836
1990-04-06,3.0683
1990-04-09,3.1444
1990-04-10,3.2428
1990-04-11,3.2805
1990-04-12,3.2956
1990-04-16,3.2805
1990-04-17,3.2049
1990-04-18,3.1444
1990-04-19,3.0836
1990-04-20,3.0078
1990-04-23,2.9698
1990-04-24,2.9471
1990-04-25,2.9698
1990-04-26,3.0078
1990-04-27,3.0078
1990-04-30,3.0683
1990-05-01,3.1062
1990-05-02,3.2428
1990-05-03,3.2197
1990-05-04,3.2428
1990-05-07,3.2577
1990-05-08,3.2197
1990-05-09,3.182
1990-05-10,3.182
1990-05-11,3.2197
1990-05-14,3.1217
1990-05-15,3.2577
1990-05-16,3.3789
1990-05-17,3.4697
1990-05-18,3.4926
1990-05-21,3.6288
1990-05-22,3.4926
1990-05-23,3.5533
1990-05-24,3.5304
1990-05-25,3.5078
